index,variant,recovery,searches_complete,mapping_cpu,capped
172,tol_1p0,recovered,True,2.897639543,True
172,tol_1p5,recovered,True,3.1531128610000003,True
172,archived_1p0,recovered,True,3.3444949799999995,True
173,tol_1p0,recovered,True,4.718379547,True
173,tol_1p5,recovered,True,4.750163626,True
173,archived_1p0,recovered,True,5.2552748529999995,True
174,tol_1p0,recovered,True,5.466520323999999,True
174,tol_1p5,recovered,True,5.54889142,True
174,archived_1p0,recovered,True,5.342115060999999,True
175,tol_1p0,recovered,True,4.37249115,True
175,tol_1p5,recovered,True,4.508791180999999,True
175,archived_1p0,recovered,True,4.314185354999999,True
176,tol_1p0,recovered,True,3.951535903,True
176,tol_1p5,recovered,True,4.107306065,True
176,archived_1p0,recovered,True,4.279652257999999,True
177,tol_1p0,recovered,True,9.263529790000002,True
177,tol_1p5,recovered,True,9.889519677,True
177,archived_1p0,recovered,True,9.459489754,True
178,tol_1p0,recovered,True,5.090973684000001,True
178,tol_1p5,recovered,True,5.699613360000001,True
178,archived_1p0,recovered,True,6.145767920000001,True
179,tol_1p0,recovered,True,3.843243813,False
179,tol_1p5,recovered,True,3.857424852,False
179,archived_1p0,recovered,True,3.9466069260000003,False
180,tol_1p0,recovered,True,2.696027847,True
180,tol_1p5,recovered,True,2.6347587139999997,True
180,archived_1p0,recovered,True,2.6953176040000013,True
181,tol_1p0,recovered,True,19.236609054,True
181,tol_1p5,recovered,True,19.484862536999998,True
181,archived_1p0,recovered,True,20.427127874,True
182,tol_1p0,recovered,True,12.141895784999999,True
182,tol_1p5,recovered,True,12.312904133,True
182,archived_1p0,recovered,True,12.427962427,True
183,tol_1p0,recovered,True,2.017977484,False
183,tol_1p5,recovered,True,2.0824296939999996,False
183,archived_1p0,recovered,True,2.1337960580000006,False
184,tol_1p0,recovered,True,3.5973884499999995,True
184,tol_1p5,recovered,True,3.5627085430000003,True
184,archived_1p0,recovered,True,3.7664803079999993,True
185,tol_1p0,recovered,True,1.30358463,False
185,tol_1p5,recovered,True,1.337267819,False
185,archived_1p0,recovered,True,1.372718142,False
186,tol_1p0,recovered,True,17.131799432999998,True
186,tol_1p5,recovered,True,16.445818602,True
186,archived_1p0,recovered,True,17.498626521,True
187,tol_1p0,recovered,True,4.141097309999999,True
187,tol_1p5,recovered,True,3.968573082,True
187,archived_1p0,recovered,True,4.170741215,True
188,tol_1p0,recovered,True,1.003870207,False
188,tol_1p5,recovered,True,0.9796852390000002,False
188,archived_1p0,recovered,True,1.124460914,False
